date,price
2026-07-27 09:55:21,14.4
2026-07-28 09:44:59,14.89
2026-07-28 15:40:23,14.15
2026-07-29 14:42:43,13.47
2026-07-29 15:04:53,13.57
2026-07-29 16:42:19,13.57
