date,price
2026-07-27 10:00:41,4.15
2026-07-28 09:50:35,4.18
2026-07-28 15:45:55,4.14
2026-07-29 14:48:11,4.17
2026-07-29 15:10:31,4.18
2026-07-29 16:47:47,4.18
