date,price
2026-07-27 10:00:19,3.66
2026-07-28 09:50:10,3.68
2026-07-28 15:45:29,3.69
2026-07-29 14:47:48,3.74
2026-07-29 15:10:07,3.74
2026-07-29 16:47:24,3.74
