date,price
2026-07-27 09:58:45,2.19
2026-07-28 09:48:32,2.22
2026-07-28 15:43:51,2.2
2026-07-29 14:46:13,2.25
2026-07-29 15:08:25,2.25
2026-07-29 16:45:46,2.25
