date,price
2026-07-27 09:56:12,5.91
2026-07-28 09:45:50,5.7
2026-07-28 15:41:12,5.66
2026-07-29 14:43:34,5.73
2026-07-29 15:05:45,5.74
2026-07-29 16:43:07,5.74
