date,price
2026-07-27 10:02:41,38.04
2026-07-28 09:52:42,38.8
2026-07-28 15:48:39,38.38
2026-07-29 14:50:07,39.06
2026-07-29 15:12:34,38.99
2026-07-29 16:49:49,38.99
