date,price
2026-07-27 09:57:06,3.56
2026-07-28 09:46:45,3.58
2026-07-28 15:42:07,3.61
2026-07-29 14:44:27,3.65
2026-07-29 15:06:40,3.67
2026-07-29 16:44:02,3.67
