date,price
2026-07-27 10:02:39,29.58
2026-07-28 09:52:40,30.18
2026-07-28 15:48:36,29.45
2026-07-29 14:50:05,29.94
2026-07-29 15:12:32,29.94
2026-07-29 16:49:47,29.94
