date,price
2026-07-27 10:02:38,17.58
2026-07-28 09:52:39,17.85
2026-07-28 15:48:36,17.62
2026-07-29 14:50:04,17.93
2026-07-29 15:12:31,17.93
2026-07-29 16:49:46,17.93
