date,price
2026-07-27 09:57:29,4.57
2026-07-28 09:47:11,4.61
2026-07-28 15:42:31,4.57
2026-07-29 14:44:51,4.61
2026-07-29 15:07:04,4.61
2026-07-29 16:44:27,4.61
