date,price
2026-07-27 10:00:04,3.6
2026-07-28 09:49:54,3.63
2026-07-28 15:45:12,3.63
2026-07-29 14:47:31,3.73
2026-07-29 15:09:50,3.74
2026-07-29 16:47:07,3.74
