date,price
2026-07-27 10:02:22,403.99
2026-07-28 09:52:22,387.01
2026-07-28 15:48:19,361.44
2026-07-29 14:49:48,356.34
2026-07-29 15:12:15,354.58
2026-07-29 16:49:30,354.58
