date,price
2026-07-27 10:00:01,16.7
2026-07-28 09:49:51,16.92
2026-07-28 15:45:09,17.2
2026-07-29 14:47:28,17.44
2026-07-29 15:09:47,17.46
2026-07-29 16:47:04,17.46
