date,price
2026-07-27 09:55:25,8.92
2026-07-28 09:45:02,9.21
2026-07-28 15:40:27,9.13
2026-07-29 14:42:47,9.23
2026-07-29 15:04:57,9.27
2026-07-29 16:42:22,9.27
