date,price
2026-07-27 10:01:26,12.34
2026-07-28 09:51:22,12.67
2026-07-28 15:46:41,12.66
2026-07-29 14:48:53,13.25
2026-07-29 15:11:15,13.26
2026-07-29 16:48:30,13.26
