date,price
2026-07-27 09:59:42,3.49
2026-07-28 09:49:31,3.51
2026-07-28 15:44:49,3.51
2026-07-29 14:47:09,3.61
2026-07-29 15:09:28,3.61
2026-07-29 16:46:45,3.61
