date,price
2026-07-27 09:56:17,51.51
2026-07-28 09:45:55,51.55
2026-07-28 15:41:17,52.0
2026-07-29 14:43:38,53.96
2026-07-29 15:05:50,53.8
2026-07-29 16:43:12,53.8
