date,price
2026-07-27 09:59:51,8.11
2026-07-28 09:49:41,8.15
2026-07-28 15:44:59,8.47
2026-07-29 14:47:18,8.88
2026-07-29 15:09:38,8.87
2026-07-29 16:46:55,8.87
