date,open,high,low,close,volume
2022-06-13,5.85,5.87,5.69,5.76,60661897.0
2022-06-14,5.7,5.82,5.59,5.82,57759201.0
2022-06-15,5.82,5.92,5.77,5.81,77074886.0
2022-06-16,5.8,5.93,5.71,5.71,65558496.0
2022-06-17,5.67,5.67,5.55,5.65,68348149.0
2022-06-20,5.61,5.65,5.56,5.62,41149914.0
2022-06-21,5.61,5.7,5.56,5.59,56962482.0
2022-06-22,5.59,5.62,5.52,5.53,45413287.0
2022-06-23,5.54,5.57,5.47,5.55,38592507.0
2022-06-24,5.56,5.59,5.51,5.54,49950199.0
2022-06-27,5.55,5.59,5.52,5.56,41730162.0
2022-06-28,5.56,5.6,5.53,5.6,43233350.0
2022-06-29,5.55,5.58,5.44,5.44,68015256.0
2022-06-30,5.43,5.48,5.43,5.45,32290620.0
2022-07-01,5.46,5.47,5.42,5.45,25012832.0
2022-07-04,5.43,5.45,5.41,5.43,29557747.0
2022-07-05,5.44,5.6,5.43,5.57,89411991.0
2022-07-06,5.57,5.57,5.41,5.44,58846131.0
2022-07-07,5.41,5.48,5.41,5.44,33458789.0
2022-07-08,5.44,5.46,5.41,5.41,30060159.0
2022-07-11,5.4,5.41,5.3,5.31,40233472.0
2022-07-12,5.3,5.36,5.3,5.32,25826584.0
2022-07-13,5.3,5.32,5.26,5.28,35048913.0
2022-07-14,5.26,5.27,5.06,5.09,84774174.0
2022-07-15,5.03,5.03,4.91,4.91,52941835.0
2022-07-18,4.83,5.07,4.83,5.06,43667691.0
2022-07-19,5.08,5.09,5.01,5.03,26183499.0
2022-07-20,5.06,5.11,5.04,5.08,24872950.0
2022-07-21,5.08,5.09,5.02,5.02,20794662.0
2022-07-22,5.01,5.04,4.92,4.95,29980741.0
2022-07-25,4.98,4.99,4.91,4.92,19997231.0
2022-07-26,4.92,4.96,4.9,4.95,15800827.0
2022-07-27,4.95,4.95,4.91,4.93,14680675.0
2022-07-28,4.95,4.97,4.92,4.95,23515323.0
2022-07-29,4.96,4.98,4.93,4.94,23112380.0
2022-08-01,4.93,4.95,4.89,4.91,18301603.0
2022-08-02,4.88,4.88,4.68,4.75,41465700.0
2022-08-03,4.75,4.81,4.66,4.67,24449254.0
2022-08-04,4.69,4.7,4.62,4.67,21606789.0
2022-08-05,4.67,4.79,4.65,4.78,26032533.0
2022-08-08,4.78,4.95,4.77,4.92,38912425.0
2022-08-09,4.92,4.94,4.86,4.92,21882400.0
2022-08-10,4.92,4.94,4.88,4.89,16868759.0
2022-08-11,4.93,5.02,4.91,5.01,35615295.0
2022-08-12,5.02,5.06,4.97,5.04,28686101.0
2022-08-15,5.02,5.06,4.98,5.02,24453621.0
2022-08-16,5.02,5.09,5.01,5.08,27753870.0
2022-08-17,5.08,5.08,5.01,5.04,17829502.0
2022-08-18,5.03,5.03,4.95,4.97,21617962.0
2022-08-19,4.96,5.04,4.95,5.01,21743174.0
2022-08-22,5.0,5.04,4.94,5.01,19990788.0
2022-08-23,5.0,5.0,4.94,4.99,21204666.0
2022-08-24,5.02,5.07,4.91,4.92,32249895.0
2022-08-25,4.93,4.98,4.88,4.96,24438596.0
2022-08-26,4.98,4.98,4.88,4.88,24591890.0
2022-08-29,4.82,4.93,4.78,4.92,28210861.0
2022-08-30,4.92,5.02,4.9,4.94,27244103.0
2022-08-31,4.93,4.95,4.88,4.9,21679929.0
2022-09-01,4.89,4.95,4.86,4.87,18067360.0
2022-09-02,4.86,4.9,4.82,4.83,18046366.0
2022-09-05,4.82,4.9,4.82,4.9,17745258.0
2022-09-06,4.93,5.02,4.92,4.99,33579812.0
2022-09-07,4.98,4.99,4.93,4.97,19009852.0
2022-09-08,5.0,5.05,4.98,5.03,37025869.0
2022-09-09,5.03,5.07,5.01,5.05,31746330.0
2022-09-13,5.07,5.09,4.98,4.99,27423356.0
2022-09-14,4.92,4.95,4.88,4.9,25581986.0
2022-09-15,4.93,4.97,4.84,4.87,26921391.0
2022-09-16,4.87,4.88,4.65,4.65,46758604.0
2022-09-19,4.65,4.67,4.52,4.54,26856400.0
2022-09-20,4.56,4.62,4.56,4.59,15822883.0
2022-09-21,4.6,4.78,4.53,4.75,33683651.0
2022-09-22,4.73,4.84,4.71,4.79,26515956.0
2022-09-23,4.8,4.82,4.7,4.76,19146057.0
2022-09-26,4.74,4.75,4.57,4.57,26934988.0
2022-09-27,4.57,4.64,4.52,4.62,20213542.0
2022-09-28,4.65,4.65,4.54,4.54,17009635.0
2022-09-29,4.58,4.61,4.46,4.47,33037358.0
2022-09-30,4.47,4.54,4.45,4.47,20073064.0
2022-10-10,4.5,4.53,4.35,4.38,24304311.0
2022-10-11,4.38,4.42,4.35,4.4,17677038.0
2022-10-12,4.4,4.51,4.34,4.51,22715391.0
2022-10-13,4.48,4.51,4.44,4.47,16800887.0
2022-10-14,4.51,4.59,4.49,4.58,28918259.0
2022-10-17,4.56,4.64,4.53,4.61,23658187.0
2022-10-18,4.64,4.66,4.58,4.59,15233350.0
2022-10-19,4.6,4.6,4.52,4.52,12900502.0
2022-10-20,4.51,4.58,4.46,4.54,18166249.0
2022-10-21,4.56,4.59,4.51,4.53,14948077.0
2022-10-24,4.57,4.59,4.44,4.48,19470683.0
2022-10-25,4.46,4.53,4.41,4.49,14476319.0
2022-10-26,4.49,4.55,4.45,4.47,18815873.0
2022-10-27,4.38,4.38,4.24,4.24,60656769.0
2022-10-28,4.21,4.22,3.98,3.99,52992573.0
2022-10-31,3.96,4.0,3.89,3.97,27472635.0
2022-11-01,3.97,4.06,3.96,4.05,30384073.0
2022-11-02,4.04,4.06,4.02,4.05,22129837.0
2022-11-03,4.04,4.04,4.0,4.02,14427670.0
2022-11-04,4.02,4.13,4.01,4.12,32091613.0
2022-11-07,4.1,4.25,4.1,4.23,35789046.0
2022-11-08,4.23,4.26,4.2,4.24,25477451.0
2022-11-09,4.25,4.3,4.25,4.28,22673739.0
2022-11-10,4.27,4.32,4.23,4.3,29976736.0
2022-11-11,4.4,4.44,4.35,4.41,43054459.0
2022-11-14,4.41,4.48,4.36,4.38,33775032.0
2022-11-15,4.39,4.45,4.36,4.44,27206486.0
2022-11-16,4.45,4.47,4.41,4.43,18802357.0
2022-11-17,4.41,4.43,4.38,4.42,19000969.0
2022-11-18,4.43,4.43,4.37,4.38,17487864.0
2022-11-21,4.36,4.41,4.31,4.41,18830559.0
2022-11-22,4.42,4.47,4.39,4.44,21411443.0
2022-11-23,4.44,4.53,4.43,4.47,30386028.0
2022-11-24,4.49,4.5,4.45,4.48,15699039.0
2022-11-25,4.49,4.54,4.47,4.54,23861666.0
2022-11-28,4.5,4.51,4.4,4.48,28410756.0
2022-11-29,4.5,4.57,4.46,4.57,34800648.0
2022-11-30,4.58,4.6,4.51,4.51,24355839.0
2022-12-01,4.55,4.58,4.5,4.51,20112600.0
2022-12-02,4.53,4.53,4.47,4.48,17078244.0
2022-12-05,4.51,4.75,4.5,4.68,65929167.0
2022-12-06,4.69,4.7,4.63,4.66,30808004.0
2022-12-07,4.64,4.66,4.56,4.56,28451101.0
2022-12-08,4.58,4.61,4.55,4.59,15710602.0
2022-12-09,4.63,4.72,4.56,4.69,45419116.0
2022-12-12,4.67,4.67,4.49,4.51,42757700.0
2022-12-13,4.51,4.63,4.5,4.61,32533807.0
2022-12-14,4.61,4.61,4.5,4.52,25375476.0
2022-12-15,4.5,4.51,4.41,4.45,21878990.0
2022-12-16,4.43,4.62,4.42,4.57,42414750.0
2022-12-19,4.54,4.6,4.4,4.41,38067470.0
2022-12-20,4.41,4.49,4.39,4.42,17140188.0
2022-12-21,4.43,4.48,4.4,4.43,15725873.0
2022-12-22,4.46,4.51,4.32,4.33,19704894.0
2022-12-23,4.33,4.36,4.28,4.31,13975468.0
2022-12-26,4.3,4.33,4.29,4.31,11738103.0
2022-12-27,4.32,4.41,4.32,4.38,16516175.0
2022-12-28,4.39,4.47,4.36,4.43,19398356.0
2022-12-29,4.43,4.44,4.34,4.35,14685206.0
2022-12-30,4.37,4.38,4.31,4.32,11959434.0
2023-01-03,4.32,4.36,4.3,4.35,14374021.0
2023-01-04,4.37,4.37,4.32,4.37,12692866.0
2023-01-05,4.36,4.37,4.34,4.36,13000295.0
2023-01-06,4.36,4.39,4.33,4.35,15193672.0
2023-01-09,4.35,4.4,4.34,4.38,12820512.0
2023-01-10,4.37,4.37,4.31,4.32,15640181.0
2023-01-11,4.33,4.37,4.32,4.35,17007011.0
2023-01-12,4.34,4.36,4.32,4.34,13317932.0
2023-01-13,4.35,4.38,4.32,4.35,14673185.0
2023-01-16,4.36,4.41,4.34,4.39,18016546.0
2023-01-17,4.44,4.44,4.38,4.41,13113073.0
2023-01-18,4.42,4.46,4.4,4.45,19828750.0
2023-01-19,4.45,4.49,4.42,4.49,14750736.0
2023-01-20,4.5,4.57,4.5,4.57,22141300.0
2023-01-30,4.65,4.69,4.59,4.61,40653911.0
2023-01-31,4.55,4.61,4.54,4.59,25919306.0
2023-02-01,4.61,4.68,4.59,4.67,35929285.0
2023-02-02,4.68,4.68,4.6,4.61,25082755.0
2023-02-03,4.61,4.62,4.5,4.55,29636300.0
2023-02-06,4.55,4.55,4.49,4.51,19137986.0
2023-02-07,4.55,4.58,4.52,4.58,19677755.0
2023-02-08,4.58,4.58,4.51,4.51,12688577.0
2023-02-09,4.53,4.56,4.51,4.56,16822054.0
2023-02-10,4.53,4.56,4.51,4.53,13788693.0
2023-02-13,4.56,4.58,4.53,4.57,18228387.0
2023-02-14,4.59,4.66,4.57,4.65,32294653.0
2023-02-15,4.65,4.66,4.6,4.61,17978505.0
2023-02-16,4.61,4.65,4.51,4.55,26407623.0
2023-02-17,4.55,4.62,4.55,4.58,20032351.0
2023-02-20,4.59,4.7,4.58,4.68,39432620.0
2023-02-21,4.7,4.82,4.68,4.79,55742259.0
2023-02-22,4.74,4.86,4.73,4.84,47960713.0
2023-02-23,4.83,4.85,4.78,4.81,31034365.0
2023-02-24,4.78,4.84,4.78,4.83,26744894.0
2023-02-27,4.8,4.85,4.75,4.77,31292956.0
2023-02-28,4.79,4.79,4.74,4.78,24670165.0
2023-03-01,4.78,4.81,4.76,4.8,19595032.0
2023-03-02,4.79,4.87,4.76,4.84,42012252.0
2023-03-03,4.84,4.87,4.8,4.85,26149215.0
2023-03-06,4.86,4.89,4.8,4.83,31139944.0
2023-03-07,4.8,4.87,4.77,4.77,32021117.0
2023-03-08,4.79,4.83,4.75,4.8,21203619.0
2023-03-09,4.81,4.81,4.75,4.76,15213486.0
2023-03-10,4.76,4.76,4.65,4.65,24201936.0
2023-03-13,4.65,4.7,4.6,4.66,31078610.0
2023-03-14,4.64,4.68,4.57,4.58,24863035.0
2023-03-15,4.61,4.73,4.6,4.72,31516041.0
2023-03-16,4.7,4.7,4.57,4.57,31811294.0
2023-03-17,4.59,4.65,4.58,4.6,23324806.0
2023-03-20,4.6,4.61,4.5,4.5,32631980.0
2023-03-21,4.52,4.53,4.44,4.47,29978725.0
2023-03-22,4.48,4.49,4.45,4.47,22008443.0
2023-03-23,4.47,4.47,4.43,4.45,21613666.0
2023-03-24,4.45,4.46,4.4,4.41,31185683.0
2023-03-27,4.42,4.43,4.32,4.34,33151393.0
2023-03-28,4.35,4.37,4.31,4.32,23370148.0
2023-03-29,4.33,4.34,4.25,4.25,26946076.0
2023-03-30,4.26,4.32,4.23,4.31,25229073.0
2023-03-31,4.32,4.35,4.3,4.34,20805261.0
2023-04-03,4.32,4.35,4.31,4.34,21967240.0
2023-04-04,4.35,4.38,4.32,4.36,25419760.0
2023-04-06,4.36,4.37,4.32,4.33,16739561.0
2023-04-07,4.34,4.36,4.32,4.35,16119209.0
2023-04-10,4.35,4.36,4.33,4.35,14434570.0
2023-04-11,4.35,4.39,4.3,4.39,19875992.0
2023-04-12,4.39,4.49,4.39,4.49,62600084.0
2023-04-13,4.47,4.48,4.4,4.43,32425871.0
2023-04-14,4.44,4.47,4.43,4.45,18010482.0
2023-04-17,4.45,4.51,4.37,4.5,37605413.0
2023-04-18,4.5,4.5,4.45,4.47,22193988.0
2023-04-19,4.49,4.51,4.45,4.45,19656258.0
2023-04-20,4.45,4.45,4.37,4.42,24833161.0
2023-04-21,4.42,4.44,4.33,4.33,23503688.0
2023-04-24,4.26,4.26,4.0,4.02,94751949.0
2023-04-25,4.03,4.06,3.92,3.95,44227869.0
2023-04-26,3.94,3.98,3.92,3.95,31561654.0
2023-04-27,3.96,3.96,3.92,3.94,24736904.0
2023-04-28,3.95,4.01,3.93,4.0,22475819.0
2023-05-04,3.98,4.06,3.96,4.05,34706582.0
2023-05-05,4.05,4.08,4.0,4.03,20139222.0
