date,open,high,low,close,volume
2022-06-06,4.16,4.63,4.16,4.63,158830732.0
2022-06-07,4.39,4.5,4.17,4.17,191856057.0
2022-06-08,3.86,3.99,3.75,3.75,157133800.0
2022-06-09,3.64,3.85,3.53,3.72,129539403.0
2022-06-10,3.6,3.74,3.56,3.65,86467175.0
2022-06-13,3.58,3.67,3.51,3.56,69519075.0
2022-06-14,3.52,3.55,3.39,3.47,63972692.0
2022-06-15,3.44,3.52,3.43,3.44,59786058.0
2022-06-16,3.43,3.55,3.41,3.5,55823190.0
2022-06-17,3.45,3.48,3.36,3.42,48929226.0
2022-06-20,3.42,3.45,3.4,3.42,29131290.0
2022-06-21,3.42,3.49,3.38,3.49,44019302.0
2022-06-22,3.47,3.48,3.39,3.39,34037201.0
2022-06-23,3.38,3.39,3.33,3.39,31884926.0
2022-06-24,3.41,3.43,3.37,3.43,30981763.0
2022-06-27,3.44,3.45,3.4,3.42,26311700.0
2022-06-28,3.43,3.49,3.38,3.45,36697265.0
2022-06-29,3.45,3.45,3.35,3.36,31771002.0
2022-06-30,3.36,3.59,3.35,3.5,68882069.0
2022-07-01,3.45,3.46,3.39,3.42,34706700.0
2022-07-04,3.41,3.44,3.39,3.41,21126802.0
2022-07-05,3.41,3.42,3.32,3.36,29407082.0
2022-07-06,3.38,3.38,3.33,3.33,18105102.0
2022-07-07,3.37,3.37,3.33,3.35,13294900.0
2022-07-08,3.34,3.41,3.34,3.38,18090558.0
2022-07-11,3.38,3.45,3.34,3.44,30337029.0
2022-07-12,3.46,3.47,3.4,3.45,21217302.0
2022-07-13,3.43,3.53,3.42,3.49,39484500.0
2022-07-14,3.49,3.5,3.4,3.42,28448430.0
2022-07-15,3.41,3.41,3.28,3.29,30127834.0
2022-07-18,3.27,3.4,3.26,3.37,24174682.0
2022-07-19,3.4,3.45,3.36,3.44,22586833.0
2022-07-20,3.45,3.46,3.41,3.43,14879520.0
2022-07-21,3.44,3.44,3.39,3.39,14940900.0
2022-07-22,3.4,3.46,3.37,3.43,21071597.0
2022-07-25,3.43,3.48,3.42,3.46,25112400.0
2022-07-26,3.47,3.48,3.42,3.47,18293237.0
2022-07-27,3.45,3.47,3.43,3.44,15035020.0
2022-07-28,3.46,3.51,3.44,3.46,19010600.0
2022-07-29,3.48,3.48,3.39,3.4,18114202.0
2022-08-01,3.39,3.4,3.36,3.37,13947902.0
2022-08-02,3.34,3.35,3.11,3.22,31472334.0
2022-08-03,3.21,3.27,3.16,3.19,17680800.0
2022-08-04,3.2,3.26,3.17,3.26,14281300.0
2022-08-05,3.25,3.3,3.24,3.28,11358300.0
2022-08-08,3.25,3.32,3.25,3.32,9732772.0
2022-08-09,3.33,3.34,3.27,3.28,9857500.0
2022-08-10,3.27,3.31,3.24,3.31,12238700.0
2022-08-11,3.32,3.4,3.3,3.38,20534662.0
2022-08-12,3.39,3.42,3.36,3.39,13349202.0
2022-08-15,3.41,3.47,3.37,3.42,14585170.0
2022-08-16,3.42,3.49,3.41,3.48,26813600.0
2022-08-17,3.48,3.51,3.45,3.47,17241500.0
2022-08-18,3.47,3.47,3.4,3.42,14122000.0
2022-08-19,3.43,3.47,3.41,3.41,15616200.0
2022-08-22,3.41,3.5,3.4,3.49,24382302.0
2022-08-23,3.47,3.47,3.39,3.41,24629980.0
2022-08-24,3.42,3.75,3.39,3.75,65356302.0
2022-08-25,4.13,4.13,3.84,4.13,85285168.0
2022-08-26,4.0,4.54,3.88,4.54,222787724.0
2022-08-29,4.38,4.99,4.2,4.99,185373376.0
2022-08-30,4.76,4.95,4.49,4.49,200520561.0
2022-08-31,4.06,4.94,4.04,4.94,230212482.0
2022-09-01,5.05,5.43,4.79,5.43,275961564.0
2022-09-02,5.16,5.56,5.0,5.08,244689823.0
2022-09-05,4.92,5.33,4.71,5.3,190730318.0
2022-09-06,5.1,5.81,5.06,5.51,215818295.0
2022-09-07,5.62,6.06,5.5,6.06,242342233.0
2022-09-08,5.85,5.89,5.45,5.45,216890871.0
2022-09-09,5.08,5.22,4.91,4.91,174182387.0
2022-09-13,4.7,5.2,4.58,5.05,181021782.0
2022-09-14,4.85,5.02,4.68,4.7,127620938.0
2022-09-15,4.69,4.91,4.46,4.77,135861620.0
2022-09-16,4.63,4.68,4.29,4.3,115266959.0
2022-09-19,4.28,4.38,4.14,4.32,75695527.0
2022-09-20,4.34,4.47,4.33,4.38,80968940.0
2022-09-21,4.36,4.52,4.3,4.44,88389310.0
2022-09-22,4.39,4.62,4.35,4.48,101460551.0
2022-09-23,4.4,4.42,4.16,4.17,94197362.0
2022-09-26,4.18,4.28,4.15,4.15,61007711.0
2022-09-27,4.11,4.29,4.07,4.28,86934380.0
2022-09-28,4.23,4.32,4.05,4.05,68679190.0
2022-09-29,4.13,4.16,3.93,3.94,55379463.0
2022-09-30,3.96,4.1,3.95,3.97,62503018.0
2022-10-10,4.11,4.33,4.09,4.15,102251800.0
2022-10-11,4.07,4.57,4.0,4.57,151846257.0
2022-10-12,4.65,5.03,4.58,5.03,209937283.0
2022-10-13,4.86,5.02,4.71,4.85,169025648.0
2022-10-14,4.79,4.94,4.71,4.83,128778090.0
2022-10-17,4.8,5.02,4.62,4.88,118241200.0
2022-10-18,4.8,5.15,4.75,5.01,145117801.0
2022-10-19,4.9,5.07,4.72,4.79,102278830.0
2022-10-20,4.72,4.83,4.57,4.6,83426082.0
2022-10-21,4.57,4.63,4.41,4.42,69389345.0
2022-10-24,4.44,4.47,4.26,4.29,48189518.0
