date,open,high,low,close,volume
2022-06-13,173.2,177.8,172.52,177.01,5744864.0
2022-06-14,175.0,176.18,169.6,175.35,5561790.0
2022-06-15,175.95,187.33,175.67,185.17,11189016.0
2022-06-16,184.0,195.0,183.97,191.68,11386726.0
2022-06-17,189.5,210.85,189.0,210.85,17097812.0
2022-06-20,212.8,227.6,210.01,213.81,17936727.0
2022-06-21,216.0,221.68,211.56,214.99,11603083.0
2022-06-22,213.43,216.99,207.23,209.0,9468286.0
2022-06-23,209.0,211.51,202.77,207.7,8791048.0
2022-06-24,209.0,217.8,208.23,211.15,9290797.0
2022-06-27,210.4,220.88,208.3,218.2,8965947.0
2022-06-28,216.78,230.0,213.03,226.69,9377850.0
2022-06-29,226.47,242.11,224.02,228.4,12055634.0
2022-06-30,228.23,239.0,227.78,233.42,8167712.0
2022-07-01,233.55,236.13,224.4,229.06,7472882.0
2022-07-04,230.0,237.79,227.0,236.1,7055311.0
2022-07-05,236.21,238.83,229.43,234.23,6952262.0
2022-07-06,233.99,235.49,223.09,224.3,10199495.0
2022-07-07,225.8,227.0,220.0,223.11,5710350.0
2022-07-08,225.0,227.87,222.22,222.91,4643862.0
2022-07-11,222.9,228.46,217.6,219.8,6398591.0
2022-07-12,219.77,221.82,212.44,212.5,6437541.0
2022-07-13,213.0,219.68,212.66,214.4,6246634.0
2022-07-14,213.75,219.83,212.46,216.29,6312951.0
2022-07-15,214.23,218.3,208.52,209.78,5805178.0
2022-07-18,210.0,211.72,206.31,208.8,5305664.0
2022-07-19,209.0,211.99,206.8,209.73,4227316.0
2022-07-20,210.86,212.8,207.96,209.25,4583346.0
2022-07-21,209.23,212.35,207.5,208.82,4167353.0
2022-07-22,210.0,211.89,205.31,206.4,4189798.0
2022-07-25,206.46,210.33,204.5,206.05,4538383.0
2022-07-26,206.63,209.5,204.62,206.12,4575765.0
2022-07-27,206.12,206.7,203.18,204.47,3147709.0
2022-07-28,205.96,206.28,199.58,199.91,6218936.0
2022-07-29,200.78,200.78,193.37,193.83,5812999.0
2022-08-01,193.83,195.8,190.6,195.41,4232324.0
2022-08-02,194.0,207.2,193.61,202.6,10725642.0
2022-08-03,202.6,208.35,201.23,205.17,8011631.0
2022-08-04,207.59,213.2,204.8,211.36,9211843.0
2022-08-05,213.0,232.5,213.0,232.5,13108408.0
2022-08-08,238.0,238.5,221.6,222.05,11746270.0
2022-08-09,220.05,225.44,218.75,223.8,5951562.0
2022-08-10,221.48,224.9,215.84,216.28,6995954.0
2022-08-11,217.85,226.3,214.37,225.04,7637918.0
2022-08-12,223.0,232.3,221.2,229.75,5781815.0
2022-08-15,226.94,229.0,220.8,222.6,4745079.0
2022-08-16,220.28,222.94,216.0,217.17,4909304.0
2022-08-17,217.01,226.3,216.2,224.55,5218949.0
