date,open,high,low,close,volume,ma5,ma10,ma20,ma60,ma5_ratio,ma10_ratio,ma20_ratio,ma60_ratio,bollinger_mid,bollinger_upper,bollinger_lower,bollinger_pct_b,bollinger_bandwidth,return_1d,return_5d,return_10d,return_20d,volatility_5d,volatility_10d,volatility_20d,rsi_14,macd,macd_signal,macd_histogram,obv,mfi_14,atr_14,volume_ratio_20d,price_position_20d,price_position_60d,future_return,return,volatility,rsi,volume_change,csi300_return_1d,csi300_return_5d,csi300_volatility_20d,market_breadth,max_ret_5d,max_ret_20d,min_ret_20d,ret_range_20d,reversal_1d,reversal_5d,ret_skew_5d,reversal_vol_adj,beta_60d,r_squared,market_corr,idio_vol_20d,idio_mom_20d,amihud_illiq,amihud_illiq_log,turnover_5d,turnover_std_20d,turnover_trend,dollar_vol_growth,path_volatility,consecutive_ret,up_days_ratio,streak_signal,overnight_gap,intraday_ret,gap_ma_divergence,gap_fill_prob,open_norm,high_norm,low_norm,close_norm,volume_norm,ma5_norm,ma10_norm,ma20_norm,ma60_norm,ma5_ratio_norm,ma10_ratio_norm,ma20_ratio_norm,ma60_ratio_norm,bollinger_mid_norm,bollinger_upper_norm,bollinger_lower_norm,bollinger_pct_b_norm,bollinger_bandwidth_norm,return_1d_norm,return_5d_norm,return_10d_norm,return_20d_norm,volatility_5d_norm,volatility_10d_norm,volatility_20d_norm,rsi_14_norm,macd_norm,macd_signal_norm,macd_histogram_norm,obv_norm,mfi_14_norm,atr_14_norm,volume_ratio_20d_norm,price_position_20d_norm,price_position_60d_norm,return_norm,volatility_norm,rsi_norm,volume_change_norm,csi300_return_1d_norm,csi300_return_5d_norm,csi300_volatility_20d_norm,market_breadth_norm,max_ret_5d_norm,max_ret_20d_norm,min_ret_20d_norm,ret_range_20d_norm,reversal_1d_norm,reversal_5d_norm,ret_skew_5d_norm,reversal_vol_adj_norm,beta_60d_norm,r_squared_norm,market_corr_norm,idio_vol_20d_norm,idio_mom_20d_norm,amihud_illiq_norm,amihud_illiq_log_norm,turnover_5d_norm,turnover_std_20d_norm,turnover_trend_norm,dollar_vol_growth_norm,path_volatility_norm,consecutive_ret_norm,up_days_ratio_norm,streak_signal_norm,overnight_gap_norm,intraday_ret_norm,gap_ma_divergence_norm,gap_fill_prob_norm,sector,sector_momentum_5d,sector_momentum_20d,sector_breadth,sector_vol_flow,sector_relative_strength,future_return_rank,future_return_10d,future_return_20d,cs_rank_return_5d,cs_rank_return_20d,cs_rank_volatility,cs_rank_rsi,cs_rank_volume_ratio_20d,cs_rank_ma20_ratio,cs_rank_max_ret_5d,cs_rank_reversal_1d,cs_rank_amihud_illiq,cs_rank_idio_vol_20d,future_return_rank_5d,future_return_rank_10d,future_return_rank_20d
2022-06-13,13.69,14.24,13.55,14.08,91986058.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0802556818181818,,,,,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,3.0,,-0.2,,0.0284879474066582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新能源,0.0214079868258543,0.0359081419624216,0.8,0.0103427818640665,0.0007744736675625,0.91156462585034,-0.014204545454545414,-0.10653409090909094,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9115646258503401,0.2766439909297052,0.10657596371882086
2022-06-14,13.8,13.85,13.3,13.69,81127458.0,,,,,,,,,,,,,,-0.0276988636363636,,,,,,,,-0.0087499999999991,-0.0048611111111106,-0.0038888888888885,-81127458.0,,,,,,0.0540540540540541,-0.0276988636363636,,,-0.1180461499937305,0.0,0.0,0.0,0.5,,,,,0.0276988636363636,,,,,,,,,,,,,,,,3.0,,-0.2,-0.0198863636362223,-0.0079710144926959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新能源,0.0214079868258543,0.0359081419624216,0.8,0.0103427818640665,0.0007744736675625,0.8639455782312925,0.02118334550766998,-0.10080350620891154,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8639455782312925,0.47619047619047616,0.12244897959183673
2022-06-15,13.58,14.2,13.5,13.67,78370866.0,,,,,,,,,,,,,,-0.0014609203798392,,,,,,,,-0.0117694355630852,-0.007692391624215,-0.0040770439388702,-159498324.0,,,,,,0.0065837600585223,-0.0014609203798392,,,-0.0339785328908001,0.0,0.0,0.0,0.5,,,,,0.0014609203798392,,,,,,,,,,,,,,,,3.0,,-0.2,-0.0080350620890574,0.0066273932252825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新能源,0.0214079868258543,0.0359081419624216,0.8,0.0103427818640665,0.0007744736675625,0.6938775510204082,-0.04316020482809069,-0.07973664959765914,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6938775510204082,0.19954648526077098,0.1564625850340136
2022-06-16,13.73,14.09,13.7,13.98,59676242.0,,,,,,,,,,,,,,0.0226773957571324,,,,,,,,-0.0016618631372882,-0.005649529670649,0.0039876665333608,-99822082.0,,,,,,-0.0021459227467811,0.0226773957571324,,,-0.2385404800809525,0.0,0.0,0.0,0.5,,,,,-0.0226773957571324,,,,,,,,,,,,,,,,3.0,,-0.2,0.0043891733723161,0.018208302986029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新能源,0.0214079868258543,0.0359081419624216,0.8,0.0103427818640665,0.0007744736675625,0.4852607709750567,-0.03505007153075823,-0.1051502145922747,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4852607709750567,0.20408163265306123,0.09977324263038549
2022-06-17,13.77,14.63,13.75,14.55,116172922.0,13.994,,,,0.0397313134200372,,,,,,,,,0.0407725321888412,,,,,,,,0.0265470387471626,0.0039282215245591,0.0226188172226035,16350840.0,,,,,,-0.0288659793814433,0.0407725321888412,,,0.9467198018266634,0.0,0.0,0.0,0.5,,,,,-0.0407725321888412,,,,,,,,,,,,,,,,3.0,,-0.2,-0.0150214592273604,0.0566448801738806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新能源,0.0214079868258543,0.0359081419624216,0.8,0.0103427818640665,0.0007744736675625,0.1859410430839002,-0.04261168384879732,-0.16082474226804122,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.18594104308390022,0.16780045351473924,0.06802721088435375
2022-06-20,14.8,15.5,14.8,15.21,134382003.0,14.220000000000002,,,,0.0696202531645568,,,,,,,,,0.0453608247422681,0.0802556818181818,,,0.0305563988950667,,,,0.0712274047299565,0.0221700419354245,0.049057362794532,150732843.0,,,,,,-0.0874424720578567,0.0453608247422681,,,0.1567411810473356,0.0,0.0,0.0,0.5,0.0453608247422681,,,,-0.0453608247422681,-0.0802556818181818,-0.6889971728477173,,,,,,,,,,,,,,3.0,,-0.2,0.0171821305840743,0.0277027027025155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新能源,0.0214079868258543,0.0359081419624216,0.8,0.0103427818640665,0.0007744736675625,0.0339366515837104,-0.0900723208415517,-0.16699539776462857,0.9115646258503401,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.033936651583710405,0.049773755656108594,0.03167420814479638
2022-06-21,15.0,15.09,14.14,14.43,120260334.0,14.368,,,,0.0043151447661469,,,,,,,,,-0.0512820512820513,0.0540540540540541,,,0.0394890235980894,,,,0.0633191770520635,0.0325837902744129,0.0307353867776506,30472509.0,,,,,,-0.0311850311850311,-0.0512820512820513,,,-0.1050860136382995,0.0,0.0,0.0,0.5,0.0453608247422681,,,,0.0512820512820513,-0.0540540540540541,-1.2110220263439315,,,,,,,,,,,,,,3.0,,-0.2,-0.0138067061143077,-0.0379999999997466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新能源,0.0214079868258543,0.0359081419624216,0.8,0.0103427818640665,0.0007744736675625,0.1063348416289592,-0.047817047817047764,-0.13305613305613306,0.8616780045351474,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.10633484162895927,0.11538461538461539,0.04524886877828054
2022-06-22,14.51,14.56,13.69,13.76,110080591.0,14.386,,,,-0.0435145280133464,,,,,,,,,-0.0464310464310464,0.0065837600585223,,,0.0474218497844135,,,,0.0251333076522399,0.030793299193948,-0.005659991541708,-79608082.0,,,,,,-0.0494186046511627,-0.0464310464310464,,,-0.0846475530327397,0.0,0.0,0.0,0.5,0.0453608247422681,,,,0.0464310464310464,-0.0065837600585223,-0.4771958018706467,,,,,,,,,,,,,,3.0,,-0.2,0.0055440055439671,-0.0516884906957154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新能源,0.0214079868258543,0.0359081419624216,0.8,0.0103427818640665,0.0007744736675625,0.0704545454545454,-0.029069767441860517,-0.07776162790697672,0.6940639269406392,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.07045454545454545,0.2431818181818182,0.09545454545454546
2022-06-23,13.9,14.0,13.47,13.95,86851899.0,14.38,,,,-0.02990264255911,,,,,,,,,0.0138081395348836,-0.0021459227467811,,,0.0466244737878622,,,,0.0077344887380466,0.0254665995832862,-0.0177321108452396,7243817.0,,,,,,-0.0329749103942651,0.0138081395348836,,,-0.2110153278519371,0.0,0.0,0.0,0.5,0.0453608247422681,,,,-0.0138081395348836,0.0021459227467811,-0.3405586796069816,,,,,,,,,,,,,,3.0,,-0.2,0.0101744186045772,0.0035971223021323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新能源,0.0214079868258543,0.0359081419624216,0.8,0.0103427818640665,0.0007744736675625,0.1561085972850678,-0.02580645161290318,-0.10681003584229376,0.48519362186788156,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.15610859728506787,0.3167420814479638,0.07013574660633484
2022-06-24,14.0,14.39,13.88,14.13,83280790.0,14.296,14.145,,,-0.0116116396194739,-0.0010604453870625,,,,,,,,0.0129032258064516,-0.0288659793814433,,,0.0420385596877733,,,,0.0045513873032518,0.0207803779061519,-0.0162289906029,90524607.0,,,,,,-0.0141542816702052,0.0129032258064516,,,-0.0411172241610975,0.0,0.0,0.0,0.5,0.0453608247422681,,,,-0.0129032258064516,0.0288659793814433,-0.1537807049572509,,,,,,,,,,,,,,3.0,,-0.2,0.0035842293906553,0.009285714285648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新能源,0.0214079868258543,0.0359081419624216,0.8,0.0103427818640665,0.0007744736675625,0.2882882882882883,-0.07147912243453658,-0.14366595895258327,0.18409090909090908,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2882882882882883,0.08558558558558559,0.04054054054054054
