date,open,high,low,close,volume,ma5,ma10,ma20,ma60,ma5_ratio,ma10_ratio,ma20_ratio,ma60_ratio,bollinger_mid,bollinger_upper,bollinger_lower,bollinger_pct_b,bollinger_bandwidth,return_1d,return_5d,return_10d,return_20d,volatility_5d,volatility_10d,volatility_20d,rsi_14,macd,macd_signal,macd_histogram,obv,mfi_14,atr_14,volume_ratio_20d,price_position_20d,price_position_60d,future_return,return,volatility,rsi,volume_change,csi300_return_1d,csi300_return_5d,csi300_volatility_20d,market_breadth,open_norm,high_norm,low_norm,close_norm,volume_norm,ma5_norm,ma10_norm,ma20_norm,ma60_norm,ma5_ratio_norm,ma10_ratio_norm,ma20_ratio_norm,ma60_ratio_norm,bollinger_mid_norm,bollinger_upper_norm,bollinger_lower_norm,bollinger_pct_b_norm,bollinger_bandwidth_norm,return_1d_norm,return_5d_norm,return_10d_norm,return_20d_norm,volatility_5d_norm,volatility_10d_norm,volatility_20d_norm,rsi_14_norm,macd_norm,macd_signal_norm,macd_histogram_norm,obv_norm,mfi_14_norm,atr_14_norm,volume_ratio_20d_norm,price_position_20d_norm,price_position_60d_norm,return_norm,volatility_norm,rsi_norm,volume_change_norm,csi300_return_1d_norm,csi300_return_5d_norm,csi300_volatility_20d_norm,market_breadth_norm,sector,sector_momentum_5d,sector_momentum_20d,sector_breadth,sector_vol_flow,sector_relative_strength,future_return_rank,future_return_10d,future_return_20d,cs_rank_return_5d,cs_rank_return_20d,cs_rank_volatility,cs_rank_rsi,cs_rank_volume_ratio_20d,cs_rank_ma20_ratio,cs_rank_max_ret_5d,cs_rank_reversal_1d,cs_rank_amihud_illiq,cs_rank_idio_vol_20d,future_return_rank_5d,future_return_rank_10d,future_return_rank_20d
2022-08-18,16.45,19.74,16.45,19.74,702733.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.6104356636271531,,,,,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.9977973568281938,1.1246200607902734,0.5997973657548126,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9977973568281938,1.0,0.9977973568281938
2022-08-19,21.71,21.71,21.71,21.71,205085.0,,,,,,,,,,,,,,0.0997973657548128,,,,,,,,0.0441987179487171,0.0245548433048428,0.0196438746438742,205085.0,,,,,,0.6107784431137724,0.0997973657548128,,,-0.7081608519878816,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.9956043956043956,0.7388300322432058,0.41455550437586375,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9956043956043956,1.0,0.9912087912087912
2022-08-22,23.88,23.88,23.88,23.88,118159.0,,,,,,,,,,,,,,0.0999539382772913,,,,,,,,0.123609509684627,0.065151018050656,0.058458491633971,323244.0,,,,,,0.6109715242881073,0.0999539382772913,,,-0.4238535241485237,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,1.0,0.6046901172529313,0.3182579564489112,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.9978070175438597,0.993421052631579
2022-08-23,26.27,26.27,26.27,26.27,132475.0,,,,,,,,,,,,,,0.1000837520938022,,,,,,,,0.2429877789488372,0.1253938232329667,0.1175939557158705,455719.0,,,,,,0.6109630757518081,0.1000837520938022,,,0.1211587775793634,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,1.0,0.36467453368861835,0.20936429387133604,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.9934354485776805,0.9846827133479212
2022-08-24,28.9,28.9,28.9,28.9,433181.0,24.1,,,,0.1991701244813277,,,,,,,,,0.1001141987057478,,,,,,,,0.4073943932081718,0.2092826172522447,0.198111775955927,888900.0,,,,,,0.6107266435986158,0.1001141987057478,,,2.269907529722589,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,1.0,0.22525951557093427,0.20934256055363343,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.9846491228070176,0.9780701754385965
2022-08-25,31.79,31.79,31.79,31.79,309357.0,26.51,,,,0.1991701244813277,,,,,,,,,0.1,0.6104356636271531,,,0.0001252228641364,,,,0.6221454965001882,0.3211914122604695,0.3009540842397187,1198257.0,,,,,,0.3192827933312361,0.1,,,-0.2858481789367493,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.9978070175438596,0.06417112299465244,0.06228373702422152,0.9955947136563876,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9978070175438597,0.8574561403508771,0.9100877192982456
2022-08-26,34.97,34.97,34.97,34.97,3402289.0,29.162,,,,0.1991632946985804,,,,,,,,,0.1000314564328406,0.6107784431137724,,,6.411675267153776e-05,,,,0.8932105902221288,0.4659542061195085,0.4272563841026203,4600546.0,,,,,,0.0794967114669717,0.1000314564328406,,,9.997937657786958,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.9562363238512036,-0.06033743208464393,-0.05175865027166149,0.993421052631579,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9562363238512035,0.12910284463894967,0.7067833698030634
2022-08-29,38.47,38.47,38.47,38.47,1286225.0,32.08,,,,0.1991895261845386,,,,,,,,,0.1000857878181298,0.6109715242881073,,,4.619315572339144e-05,,,,1.227065747716697,0.648863622271025,0.5782021254456721,5886771.0,,,,,,-0.0038991421887184,0.1000857878181298,,,-0.621953043965401,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.5601750547045952,-0.11775409409929816,-0.09279958409149991,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5601750547045952,0.0262582056892779,0.40700218818380746
2022-08-30,40.2,42.32,40.1,42.32,12456998.0,35.29,,,,0.1992065741003117,,,,,,,,,0.1000779828437743,0.6109630757518081,,,4.5614855096891726e-05,,,,1.630596351856525,0.8756487532064618,0.7549475986500631,18343769.0,,,,,,-0.152882797731569,0.1000779828437743,,,8.684929153141946,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.0087527352297593,-0.1840737240075614,-0.17296786389413987,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0087527352297593,0.0087527352297593,0.12253829321663019
2022-08-31,43.7,46.55,41.3,46.55,24533243.0,38.82,31.46,,,0.1991241628026789,0.4796567069294342,,,,,,,,0.0999527410207938,0.6107266435986158,,,5.541858736482648e-05,,,,2.1110113350048465,1.1524416842287577,0.958569650776089,42877012.0,,,,,,-0.239312567132116,0.0999527410207938,,,0.9694346101685174,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.0021834061135371,-0.33233082706766914,-0.32330827067669166,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.002183406113537118,0.004366812227074236,0.006550218340611353
