date,open,high,low,close,volume,ma5,ma10,ma20,ma60,ma5_ratio,ma10_ratio,ma20_ratio,ma60_ratio,bollinger_mid,bollinger_upper,bollinger_lower,bollinger_pct_b,bollinger_bandwidth,return_1d,return_5d,return_10d,return_20d,volatility_5d,volatility_10d,volatility_20d,rsi_14,macd,macd_signal,macd_histogram,obv,mfi_14,atr_14,volume_ratio_20d,price_position_20d,price_position_60d,future_return,return,volatility,rsi,volume_change,csi300_return_1d,csi300_return_5d,csi300_volatility_20d,market_breadth,max_ret_5d,max_ret_20d,min_ret_20d,ret_range_20d,reversal_1d,reversal_5d,ret_skew_5d,reversal_vol_adj,beta_60d,r_squared,market_corr,idio_vol_20d,idio_mom_20d,amihud_illiq,amihud_illiq_log,turnover_5d,turnover_std_20d,turnover_trend,dollar_vol_growth,path_volatility,consecutive_ret,up_days_ratio,streak_signal,overnight_gap,intraday_ret,gap_ma_divergence,gap_fill_prob,open_norm,high_norm,low_norm,close_norm,volume_norm,ma5_norm,ma10_norm,ma20_norm,ma60_norm,ma5_ratio_norm,ma10_ratio_norm,ma20_ratio_norm,ma60_ratio_norm,bollinger_mid_norm,bollinger_upper_norm,bollinger_lower_norm,bollinger_pct_b_norm,bollinger_bandwidth_norm,return_1d_norm,return_5d_norm,return_10d_norm,return_20d_norm,volatility_5d_norm,volatility_10d_norm,volatility_20d_norm,rsi_14_norm,macd_norm,macd_signal_norm,macd_histogram_norm,obv_norm,mfi_14_norm,atr_14_norm,volume_ratio_20d_norm,price_position_20d_norm,price_position_60d_norm,return_norm,volatility_norm,rsi_norm,volume_change_norm,csi300_return_1d_norm,csi300_return_5d_norm,csi300_volatility_20d_norm,market_breadth_norm,max_ret_5d_norm,max_ret_20d_norm,min_ret_20d_norm,ret_range_20d_norm,reversal_1d_norm,reversal_5d_norm,ret_skew_5d_norm,reversal_vol_adj_norm,beta_60d_norm,r_squared_norm,market_corr_norm,idio_vol_20d_norm,idio_mom_20d_norm,amihud_illiq_norm,amihud_illiq_log_norm,turnover_5d_norm,turnover_std_20d_norm,turnover_trend_norm,dollar_vol_growth_norm,path_volatility_norm,consecutive_ret_norm,up_days_ratio_norm,streak_signal_norm,overnight_gap_norm,intraday_ret_norm,gap_ma_divergence_norm,gap_fill_prob_norm,sector,sector_momentum_5d,sector_momentum_20d,sector_breadth,sector_vol_flow,sector_relative_strength,future_return_rank,future_return_10d,future_return_20d,cs_rank_return_5d,cs_rank_return_20d,cs_rank_volatility,cs_rank_rsi,cs_rank_volume_ratio_20d,cs_rank_ma20_ratio,cs_rank_max_ret_5d,cs_rank_reversal_1d,cs_rank_amihud_illiq,cs_rank_idio_vol_20d,future_return_rank_5d,future_return_rank_10d,future_return_rank_20d
2022-06-13,6.3,6.37,6.25,6.33,38396374.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0995260663507109,,,,,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,0.0047619047618292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新能源,0.0214079868258543,0.0359081419624216,0.8,0.0103427818640665,-0.2590157116835371,0.9319727891156464,0.18009478672985768,0.08530805687203791,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9319727891156463,0.9569160997732427,0.8140589569160998
2022-06-14,6.3,6.34,6.07,6.32,41511359.0,,,,,,,,,,,,,,-0.0015797788309636,,,,,,,,-0.0002243589743589,-0.0001246438746438,-9.971509971506975e-05,-41511359.0,,,,,,0.1123417721518986,-0.0015797788309636,,,0.081127061633476,0.0,0.0,0.0,0.5,,,,,0.0015797788309636,,,,,,,,,,,,,,,,1.0,,0.0,-0.0047393364928161,0.0031746031745528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新能源,0.0214079868258543,0.0359081419624216,0.8,0.0103427818640665,-0.2590157116835371,0.9569160997732428,0.17405063291139244,0.07278481012658222,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9569160997732427,0.9387755102040817,0.8049886621315193
2022-06-15,6.32,6.87,6.29,6.69,111571518.0,,,,,,,,,,,,,,0.0585443037974684,,,,,,,,0.0111877999947651,0.0045116036128188,0.0066761963819462,70060159.0,,,,,,0.1121076233183857,0.0585443037974684,,,1.687734651134886,0.0,0.0,0.0,0.5,,,,,-0.0585443037974684,,,,,,,,,,,,,,,,1.0,,0.0,0.0,0.058544303796542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新能源,0.0214079868258543,0.0359081419624216,0.8,0.0103427818640665,-0.2590157116835371,0.9546485260770976,0.094170403587444,0.02690582959641241,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9546485260770975,0.8843537414965986,0.6326530612244898
2022-06-16,6.67,6.76,6.58,6.72,78188440.0,,,,,,,,,,,,,,0.0044843049327354,,,,,,,,0.0171872276138946,0.0088055141822889,0.0083817134316056,148248599.0,,,,,,0.1398809523809525,0.0044843049327354,,,-0.2992078856541147,0.0,0.0,0.0,0.5,,,,,-0.0044843049327354,,,,,,,,,,,,,,,,1.0,,0.0,-0.0029895366217789,0.0074962518739505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新能源,0.0214079868258543,0.0359081419624216,0.8,0.0103427818640665,-0.2590157116835371,0.9523809523809524,0.10416666666666674,0.013392857142857206,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9523809523809523,0.8707482993197279,0.5963718820861678
2022-06-17,6.61,7.04,6.6,7.02,87898221.0,6.616,,,,0.0610640870616687,,,,,,,,,0.0446428571428572,,,,,,,,0.0320230828678687,0.015712215956914,0.0163108669109546,236146820.0,,,,,,0.0826210826210827,0.0446428571428572,,,0.1241843551297352,0.0,0.0,0.0,0.5,,,,,-0.0446428571428572,,,,,,,,,,,,,,,,1.0,,0.0,-0.0163690476188039,0.062027231466535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新能源,0.0214079868258543,0.0359081419624216,0.8,0.0103427818640665,-0.2590157116835371,0.9024943310657596,0.0370370370370372,-0.07264957264957261,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9024943310657596,0.673469387755102,0.30158730158730157
2022-06-20,7.09,7.25,6.9,6.96,84567329.0,6.742,,,,0.0323346188074755,,,,,,,,,-0.0085470085470085,0.0995260663507109,,,0.0300544646743746,,,,0.0377738812280075,0.021692153850241,0.0160817273777664,151579491.0,,,,,,0.0732758620689655,-0.0085470085470085,,,-0.0378948738905648,0.0,0.0,0.0,0.5,0.0585443037974684,,,,0.0085470085470085,-0.0995260663507109,0.621663816903501,,,,,,,,,,,,,,1.0,,0.0,0.0099715099713679,-0.0183356840618006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新能源,0.0214079868258543,0.0359081419624216,0.8,0.0103427818640665,-0.2590157116835371,0.9004524886877828,0.04885057471264376,-0.031609195402298784,0.9319727891156463,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9004524886877828,0.746606334841629,0.416289592760181
2022-06-21,6.89,7.05,6.84,7.03,59272260.0,6.884,,,,0.0212085996513655,,,,,,,,,0.0100574712643679,0.1123417721518986,,,0.0284191597735096,,,,0.0439824002437774,0.0273332205627822,0.0166491796809951,210851751.0,,,,,,0.0554765291607395,0.0100574712643679,,,-0.2991115989958722,0.0,0.0,0.0,0.5,0.0585443037974684,,,,-0.0100574712643679,-0.1123417721518986,0.4795733293955742,,,,,,,,,,,,,,1.0,,0.0,-0.0100574712642233,0.0203193033378764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新能源,0.0214079868258543,0.0359081419624216,0.8,0.0103427818640665,-0.2590157116835371,0.7850678733031674,0.04409672830725464,-0.08819345661450928,0.9546485260770975,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7850678733031674,0.7375565610859729,0.11764705882352941
2022-06-22,7.0,7.55,6.86,7.44,87506587.0,7.034000000000001,,,,0.057719647426784,,,,,,,,,0.0583214793741109,0.1121076233183857,,,0.0283472902062551,,,,0.0669377458045161,0.0368509327416331,0.030086813062883,298358338.0,,,,,,-0.0161290322580645,0.0583214793741109,,,0.4763497629413826,0.0,0.0,0.0,0.5,0.0583214793741109,,,,-0.0583214793741109,-0.1121076233183857,0.4747143225518586,,,,,,,,,,,,,,1.0,,0.0,-0.0042674253199962,0.0628571428562449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新能源,0.0214079868258543,0.0359081419624216,0.8,0.0103427818640665,-0.2590157116835371,0.1863636363636363,-0.034946236559139865,-0.12231182795698925,0.952054794520548,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.18636363636363637,0.2,0.038636363636363635
2022-06-23,7.53,7.67,7.26,7.66,56956572.0,7.221999999999999,,,,0.060648019939075,,,,,,,,,0.0295698924731182,0.1398809523809525,,,0.0266897283588722,,,,0.0927304054078117,0.0497593681470138,0.0429710372607979,355314910.0,,,,,,-0.031331592689295,0.0295698924731182,,,-0.3491167470627097,0.0,0.0,0.0,0.5,0.0583214793741109,,,,-0.0295698924731182,-0.1398809523809525,-0.2610338339882669,,,,,,,,,,,,,,1.0,,0.0,0.0120967741933857,0.0172642762281903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新能源,0.0214079868258543,0.0359081419624216,0.8,0.0103427818640665,-0.2590157116835371,0.171945701357466,-0.06527415143603132,-0.1631853785900783,0.9567198177676538,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.17194570135746606,0.13122171945701358,0.03167420814479638
2022-06-24,7.46,7.83,7.39,7.6,66738323.0,7.337999999999999,6.976999999999999,,,0.0357045516489507,0.0892933925756056,,,,,,,,-0.0078328981723237,0.0826210826210827,,,0.0281985531434583,,,,0.1065873433321735,0.0624921334479218,0.0440952098842516,288576587.0,,,,,,-0.0421052631578946,-0.0078328981723237,,,0.1717405148610418,0.0,0.0,0.0,0.5,0.0583214793741109,,,,0.0078328981723237,-0.0826210826210827,0.8690892333032878,,,,,,,,,,,,,,1.0,,0.0,-0.0261096605740717,0.0187667560319199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新能源,0.0214079868258543,0.0359081419624216,0.8,0.0103427818640665,-0.2590157116835371,0.1058558558558558,-0.06578947368421051,-0.16973684210526319,0.9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.10585585585585586,0.10585585585585586,0.02927927927927928
