date,open,high,low,close,volume,ma5,ma10,ma20,ma60,ma5_ratio,ma10_ratio,ma20_ratio,ma60_ratio,bollinger_mid,bollinger_upper,bollinger_lower,bollinger_pct_b,bollinger_bandwidth,return_1d,return_5d,return_10d,return_20d,volatility_5d,volatility_10d,volatility_20d,rsi_14,macd,macd_signal,macd_histogram,obv,mfi_14,atr_14,volume_ratio_20d,price_position_20d,price_position_60d,future_return,return,volatility,rsi,volume_change,csi300_return_1d,csi300_return_5d,csi300_volatility_20d,market_breadth,open_norm,high_norm,low_norm,close_norm,volume_norm,ma5_norm,ma10_norm,ma20_norm,ma60_norm,ma5_ratio_norm,ma10_ratio_norm,ma20_ratio_norm,ma60_ratio_norm,bollinger_mid_norm,bollinger_upper_norm,bollinger_lower_norm,bollinger_pct_b_norm,bollinger_bandwidth_norm,return_1d_norm,return_5d_norm,return_10d_norm,return_20d_norm,volatility_5d_norm,volatility_10d_norm,volatility_20d_norm,rsi_14_norm,macd_norm,macd_signal_norm,macd_histogram_norm,obv_norm,mfi_14_norm,atr_14_norm,volume_ratio_20d_norm,price_position_20d_norm,price_position_60d_norm,return_norm,volatility_norm,rsi_norm,volume_change_norm,csi300_return_1d_norm,csi300_return_5d_norm,csi300_volatility_20d_norm,market_breadth_norm,sector,sector_momentum_5d,sector_momentum_20d,sector_breadth,sector_vol_flow,sector_relative_strength,future_return_rank,future_return_10d,future_return_20d,cs_rank_return_5d,cs_rank_return_20d,cs_rank_volatility,cs_rank_rsi,cs_rank_volume_ratio_20d,cs_rank_ma20_ratio,cs_rank_max_ret_5d,cs_rank_reversal_1d,cs_rank_amihud_illiq,cs_rank_idio_vol_20d,future_return_rank_5d,future_return_rank_10d,future_return_rank_20d
2022-06-07,5.25,5.28,5.14,5.22,7951350.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,-0.0210727969348657,,,,,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.3714285714285714,-0.005747126436781436,-0.013409961685823646,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.37142857142857144,0.4857142857142857,0.3142857142857143
2022-06-08,5.22,5.22,5.08,5.16,7920530.0,,,,,,,,,,,,,,-0.011494252873563,,,,,,,,-0.0013461538461525,-0.0007478632478625,-0.00059829059829,-7920530.0,,,,,,-0.0058139534883721,-0.011494252873563,,,-0.0038760713589516,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.5,-0.015503875968992276,-0.005813953488372103,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5789473684210527,0.4868421052631579
2022-06-09,5.16,5.16,5.07,5.08,5990399.0,,,,,,,,,,,,,,-0.0155038759689922,,,,,,,,-0.0041960624068781,-0.0021610596245082,-0.0020350027823699,-13910929.0,,,,,,0.0098425196850393,-0.0155038759689922,,,-0.243687101746979,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.5652173913043478,0.003937007874015741,0.003937007874015741,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5652173913043478,0.4891304347826087,0.42391304347826086
2022-06-10,5.07,5.19,5.04,5.17,8397999.0,,,,,,,,,,,,,,0.0177165354330708,,,,,,,,-0.0021400061317482,-0.0021539276825164,1.392155076815945e-05,-5512930.0,,,,,,-0.0116054158607349,0.0177165354330708,,,0.4019097893145349,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.423728813559322,0.01547388781431347,-0.009671179883945835,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.423728813559322,0.6779661016949152,0.3983050847457627
2022-06-13,5.16,5.17,5.08,5.11,5205300.0,5.148000000000001,,,,-0.0073815073815074,,,,,,,,,-0.0116054158607349,,,,,,,,-0.0033652614753574,-0.0025142720997109,-0.0008509893756465,-10718230.0,,,,,,0.0117416829745595,-0.0116054158607349,,,-0.3801737771104759,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.5034013605442177,0.019569471624266033,-0.001956947162426781,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5034013605442177,0.5056689342403629,0.4444444444444444
2022-06-14,5.07,5.12,4.95,5.11,7545800.0,5.126,,,,-0.0031213421771362,,,,,,,,,0.0,-0.0210727969348657,,,0.0135443336213369,,,,-0.0040385503732949,-0.0029274362600847,-0.0011111141132101,-10718230.0,,,,,,0.0156555772994129,0.0,,,0.4496378690949609,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.6054421768707483,0.03326810176125239,-0.005870841487279899,0.36231884057971014,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6054421768707483,0.5555555555555556,0.5079365079365079
2022-06-15,5.13,5.19,5.1,5.13,8586888.0,5.12,,,,0.001953125,,,,,,,,,0.0039138943248531,-0.0058139534883721,,,0.0132121767508187,,,,-0.0034947407756691,-0.0030710058986718,-0.0004237348769972,-2131342.0,,,,,,-0.009746588693957,0.0039138943248531,,,0.1379692014100559,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.5555555555555556,0.01949317738791434,0.013645224171540127,0.49333333333333335,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5555555555555556,0.6009070294784581,0.5510204081632653
2022-06-16,5.13,5.17,5.09,5.13,5740000.0,5.13,,,,0.0,,,,,,,,,0.0,0.0098425196850393,,,0.0105330396029612,,,,-0.0030739089582709,-0.0030717035584855,-2.2053997854095536e-06,-2131342.0,,,,,,-0.0058479532163743,0.0,,,-0.3315389696476768,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.4308390022675737,0.01754385964912286,-0.007797270955165692,0.5543478260869565,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4308390022675737,0.5555555555555556,0.4852607709750567
2022-06-17,5.11,5.17,5.06,5.11,5239588.0,5.118,,,,-0.0015631105900743,,,,,,,,,-0.0038986354775827,-0.0116054158607349,,,0.005880842982822,,,,-0.0037279928024647,-0.0032233096297124,-0.0005046831727522,-7370930.0,,,,,,0.0273972602739724,-0.0038986354775827,,,-0.0871797909407665,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.7188208616780045,0.015655577299412915,-0.04305283757338563,0.4188034188034188,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7188208616780045,0.528344671201814,0.4467120181405896
2022-06-20,5.1,5.2,5.08,5.17,6868202.0,5.130000000000001,5.139,,,0.0077972709551654,0.0060323020042809,,,,,,,,0.0117416829745595,0.0117416829745595,,,0.0059316926388651,,,,-0.0010471836262295,-0.0027357310809911,0.0016885474547615,-502728.0,,,,,,0.0077369439071566,0.0117416829745595,,,0.3108286376715115,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.6040723981900452,0.009671179883945724,-0.027079303675048294,0.5011337868480725,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6040723981900452,0.5,0.4479638009049774
