date,open,high,low,close,volume,ma5,ma10,ma20,ma60,ma5_ratio,ma10_ratio,ma20_ratio,ma60_ratio,bollinger_mid,bollinger_upper,bollinger_lower,bollinger_pct_b,bollinger_bandwidth,return_1d,return_5d,return_10d,return_20d,volatility_5d,volatility_10d,volatility_20d,rsi_14,macd,macd_signal,macd_histogram,obv,mfi_14,atr_14,volume_ratio_20d,price_position_20d,price_position_60d,future_return,return,volatility,rsi,volume_change,csi300_return_1d,csi300_return_5d,csi300_volatility_20d,market_breadth,open_norm,high_norm,low_norm,close_norm,volume_norm,ma5_norm,ma10_norm,ma20_norm,ma60_norm,ma5_ratio_norm,ma10_ratio_norm,ma20_ratio_norm,ma60_ratio_norm,bollinger_mid_norm,bollinger_upper_norm,bollinger_lower_norm,bollinger_pct_b_norm,bollinger_bandwidth_norm,return_1d_norm,return_5d_norm,return_10d_norm,return_20d_norm,volatility_5d_norm,volatility_10d_norm,volatility_20d_norm,rsi_14_norm,macd_norm,macd_signal_norm,macd_histogram_norm,obv_norm,mfi_14_norm,atr_14_norm,volume_ratio_20d_norm,price_position_20d_norm,price_position_60d_norm,return_norm,volatility_norm,rsi_norm,volume_change_norm,csi300_return_1d_norm,csi300_return_5d_norm,csi300_volatility_20d_norm,market_breadth_norm,sector,sector_momentum_5d,sector_momentum_20d,sector_breadth,sector_vol_flow,sector_relative_strength,future_return_rank,future_return_10d,future_return_20d,cs_rank_return_5d,cs_rank_return_20d,cs_rank_volatility,cs_rank_rsi,cs_rank_volume_ratio_20d,cs_rank_ma20_ratio,cs_rank_max_ret_5d,cs_rank_reversal_1d,cs_rank_amihud_illiq,cs_rank_idio_vol_20d,future_return_rank_5d,future_return_rank_10d,future_return_rank_20d
2022-06-06,30.01,32.15,29.9,31.58,19974983.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0642811906269791,,,,,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.8507462686567164,0.07663077897403436,0.16086130462317927,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8507462686567164,0.8507462686567164,0.8656716417910447
2022-06-07,31.7,31.97,31.06,31.56,14967258.0,,,,,,,,,,,,,,-0.0006333122229258,,,,,,,,-0.0004487179487142,-0.0002492877492857,-0.0001994301994285,-14967258.0,,,,,,0.0624207858048162,-0.0006333122229258,,,-0.2506998378922275,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.8428571428571429,0.021546261089987473,0.18377693282636254,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8428571428571429,0.7571428571428571,0.8714285714285714
2022-06-08,31.9,33.26,31.61,32.62,23262834.0,,,,,,,,,,,,,,0.0335868187579213,,,,,,,,0.0322987808417671,0.0130900846240966,0.0192086962176705,8295576.0,,,,,,0.0085836909871244,0.0335868187579213,,,0.5542482129993349,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.6710526315789473,-0.009503372164316182,0.13120784794604545,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6710526315789473,0.6447368421052632,0.881578947368421
2022-06-09,32.31,33.22,32.15,32.84,17136806.0,,,,,,,,,,,,,,0.0067443286327408,,,,,,,,0.0543444403522599,0.0270651373775394,0.0272793029747204,25432382.0,,,,,,0.0048721071863579,0.0067443286327408,,,-0.2633397117479323,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.5,-0.007003654080389943,0.14616321559074286,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.391304347826087,0.8913043478260869
2022-06-10,32.62,33.46,32.43,33.18,19796397.0,32.356,,,,0.0254666831499565,,,,,,,,,0.0103532277710107,,,,,,,,0.078709017200218,0.0424280240453996,0.0362809931548184,45228779.0,,,,,,0.0355635925256179,0.0103532277710107,,,0.155197590496152,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.864406779661017,-0.010849909584086825,0.13863773357444242,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.864406779661017,0.4067796610169492,0.9152542372881356
2022-06-13,32.84,34.32,32.82,33.61,19205739.0,32.76199999999999,,,,0.0258836456870765,,,,,,,,,0.0129596142254369,0.0642811906269791,,,0.0127968090374939,,,,0.1102630160325119,0.0608150784265017,0.0494479376060102,64434518.0,,,,,,0.0116036893781612,0.0129596142254369,,,-0.0298366414858218,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.4988662131519274,-0.009818506396905624,0.09669741148467725,0.8461538461538461,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4988662131519274,0.30158730158730157,0.8299319727891157
2022-06-14,33.03,33.59,32.2,33.53,15548171.0,33.156,,,,0.0112800096513452,,,,,,,,,-0.0023802439750073,0.0624207858048162,,,0.013263837586943,,,,0.1249755259995168,0.0770523760622439,0.0479231499372729,48886347.0,,,,,,-0.0384730092454518,-0.0023802439750073,,,-0.1904414092058629,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.1882086167800453,0.0023859230539815535,0.06710408589322991,0.8405797101449275,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.18820861678004536,0.3492063492063492,0.7936507936507936
2022-06-15,33.7,34.06,32.86,32.9,13322013.0,33.212,,,,-0.0093941948693244,,,,,,,,,-0.0187891440501044,0.0085836909871244,,,0.0128794978012503,,,,0.102868595815309,0.0832564991430255,0.0196120966722835,35564334.0,,,,,,-0.017933130699088,-0.0187891440501044,,,-0.1431781268677839,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.4671201814058957,-0.033738601823708136,0.10851063829787244,0.6666666666666666,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4671201814058957,0.23809523809523808,0.8503401360544217
2022-06-16,32.81,33.54,32.4,33.0,11661103.0,33.244,,,,-0.0073396703164481,,,,,,,,,0.0030395136778116,0.0048721071863579,,,0.0126264052122317,,,,0.0909561367875042,0.0850351536369994,0.0059209831505047,47225437.0,,,,,,-0.0118181818181818,0.0030395136778116,,,-0.1246741014289657,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.3605442176870748,-0.001818181818181941,0.09030303030303011,0.4891304347826087,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.36054421768707484,0.4217687074829932,0.8344671201814059
2022-06-17,33.01,34.5,32.85,34.36,22767293.0,33.48,32.918,,,0.0262843488649942,0.0438058205237257,,,,,,,,0.0412121212121212,0.0355635925256179,,,0.0222178054970476,,,,0.1512351573125343,0.0998677973652587,0.0513673599472755,69992730.0,,,,,,-0.0448195576251454,0.0412121212121212,,,0.9524133351707812,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.1224489795918367,0.02968568102444702,0.046565774155995276,0.8547008547008547,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.12244897959183673,0.6303854875283447,0.7913832199546486
