date,open,high,low,close,volume,ma5,ma10,ma20,ma60,ma5_ratio,ma10_ratio,ma20_ratio,ma60_ratio,bollinger_mid,bollinger_upper,bollinger_lower,bollinger_pct_b,bollinger_bandwidth,return_1d,return_5d,return_10d,return_20d,volatility_5d,volatility_10d,volatility_20d,rsi_14,macd,macd_signal,macd_histogram,obv,mfi_14,atr_14,volume_ratio_20d,price_position_20d,price_position_60d,future_return,return,volatility,rsi,volume_change,csi300_return_1d,csi300_return_5d,csi300_volatility_20d,market_breadth,open_norm,high_norm,low_norm,close_norm,volume_norm,ma5_norm,ma10_norm,ma20_norm,ma60_norm,ma5_ratio_norm,ma10_ratio_norm,ma20_ratio_norm,ma60_ratio_norm,bollinger_mid_norm,bollinger_upper_norm,bollinger_lower_norm,bollinger_pct_b_norm,bollinger_bandwidth_norm,return_1d_norm,return_5d_norm,return_10d_norm,return_20d_norm,volatility_5d_norm,volatility_10d_norm,volatility_20d_norm,rsi_14_norm,macd_norm,macd_signal_norm,macd_histogram_norm,obv_norm,mfi_14_norm,atr_14_norm,volume_ratio_20d_norm,price_position_20d_norm,price_position_60d_norm,return_norm,volatility_norm,rsi_norm,volume_change_norm,csi300_return_1d_norm,csi300_return_5d_norm,csi300_volatility_20d_norm,market_breadth_norm,sector,sector_momentum_5d,sector_momentum_20d,sector_breadth,sector_vol_flow,sector_relative_strength,future_return_rank,future_return_10d,future_return_20d,cs_rank_return_5d,cs_rank_return_20d,cs_rank_volatility,cs_rank_rsi,cs_rank_volume_ratio_20d,cs_rank_ma20_ratio,cs_rank_max_ret_5d,cs_rank_reversal_1d,cs_rank_amihud_illiq,cs_rank_idio_vol_20d,future_return_rank_5d,future_return_rank_10d,future_return_rank_20d
2022-05-27,3.62,3.66,3.59,3.63,8448301.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0303030303030304,,,,,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.5,0.052341597796143224,0.008264462809917328,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5588235294117647,0.17647058823529413
2022-05-30,3.65,3.67,3.6,3.67,7479561.0,,,,,,,,,,,,,,0.0110192837465565,,,,,,,,0.000897435897436,0.0004985754985755,0.0003988603988604,7479561.0,,,,,,0.0163487738419618,0.0110192837465565,,,-0.1146668424811094,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.5853658536585366,0.0681198910081744,0.021798365122615904,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5853658536585366,0.7560975609756098,0.3170731707317073
2022-05-31,3.66,3.7,3.64,3.67,6703401.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0011435114625464,0.0007628935165964,0.00038061794595,7479561.0,,,,,,0.0354223433242506,0.0,,,-0.1037707961737326,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.6521739130434783,0.04087193460490468,0.013623978201634968,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6521739130434783,0.6739130434782609,0.3695652173913043
2022-06-01,3.67,3.71,3.64,3.69,8263001.0,,,,,,,,,,,,,,0.005449591280654,,,,,,,,0.001949499273202,0.0011648602363137,0.0007846390368882,15742562.0,,,,,,0.0271002710027099,0.005449591280654,,,0.2326580194143241,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.7,0.01897018970189701,0.008130081300813163,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.34
2022-06-02,3.66,3.72,3.65,3.71,7236767.0,3.674,,,,0.0097985846488839,,,,,,,,,0.005420054200542,,,,,,,,0.0031422651554136,0.0017530934940184,0.0013891716613952,22979329.0,,,,,,0.0485175202156333,0.005420054200542,,,-0.1241962817141133,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.7307692307692307,0.010781671159029615,-0.0026954177897573484,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7307692307692307,0.5384615384615384,0.3076923076923077
2022-06-06,3.71,3.75,3.7,3.74,6266826.0,3.696,,,,0.0119047619047618,,,,,,,,,0.0080862533692722,0.0303030303030304,,,0.004067702857793,,,,0.0050830326359698,0.002655692142522,0.0024273404934478,29246155.0,,,,,,0.0213903743315506,0.0080862533692722,,,-0.1340296018926683,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.7164179104477612,0.002673796791443861,0.0,0.5151515151515151,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7164179104477612,0.4925373134328358,0.41044776119402987
2022-06-07,3.74,3.75,3.68,3.73,6411767.0,3.708,,,,0.005933117583603,,,,,,,,,-0.0026737967914438,0.0163487738419618,,,0.0044325598136093,,,,0.0057870954089103,0.0034481667710074,0.0023389286379028,22834388.0,,,,,,0.0509383378016086,-0.0026737967914438,,,0.0231282949295226,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.8,-0.002680965147452974,0.008042895442359255,0.5897435897435898,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5142857142857142,0.5
2022-06-08,3.73,3.83,3.7,3.8,13106000.0,3.734,,,,0.0176754151044453,,,,,,,,,0.0187667560321715,0.0354223433242506,,,0.0077155420543323,,,,0.0094953289082382,0.0049014135494931,0.004593915358745,35940388.0,,,,,,0.0052631578947368,0.0187667560321715,,,1.0440543145126764,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.6052631578947368,-0.03947368421052633,-0.02894736842105261,0.6590909090909091,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6052631578947368,0.34210526315789475,0.35526315789473684
2022-06-09,3.78,3.86,3.75,3.79,12510424.0,3.754,,,,0.0095897709110281,,,,,,,,,-0.0026315789473683,0.0271002710027099,,,0.0088822684653328,,,,0.0114225989972762,0.0064078397396989,0.0050147592575773,23429964.0,,,,,,-0.007915567282322,-0.0026315789473683,,,-0.0454430032046391,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.3695652173913043,-0.02902374670184693,-0.01846965699208436,0.7083333333333334,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3695652173913043,0.2717391304347826,0.32608695652173914
2022-06-10,3.75,3.91,3.73,3.89,14994667.0,3.79,3.732,,,0.0263852242744062,0.0423365487674169,,,,,,,,0.0263852242744062,0.0485175202156333,,,0.0129259555601273,,,,0.0177745012445096,0.0089546317505713,0.0088198694939383,38424631.0,,,,,,-0.0359897172236504,0.0263852242744062,,,0.1985738452989283,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,0,0,0.5,1.0,0,0.211864406779661,-0.059125964010282805,-0.033419023136246895,0.7254901960784313,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.211864406779661,0.16101694915254236,0.288135593220339
